,calendar,fomc_day,fomc_release,fomc_since_inv,fomc_until_inv,har_ma,numobs,sumabsret,sumautocov,sumbipow,sumpret2,sumret,sumret3,sumret4,sumvolume,vix,vix3m,vvix
2019-03-29,0.03730296011999325,0.0162954450991137,2.3303784648279673e-07,0.018745766386153107,0.027425834830442565,0.3537008093346278,0.003951937969557599,0.1271392175145899,0.036466670215899985,0.03423115929859025,0.0365893726323823,0.07450468492075137,0.024438379762905322,0.07982541084131578,0.033203159818699174,0.04258835125358245,0.03775231819178799,0.015838288771760977
2019-04-01,0.03770280118203362,0.016541528562080434,2.3791297475630127e-07,0.019166698121927363,0.027932727241630564,0.35664450744510284,0.0039517041612140095,0.12741149338977764,0.036101683171871346,0.034694406235314224,0.03581027524244305,0.0746004390679327,0.02287382496634757,0.0785557358875033,0.033499693719934845,0.040934221558490046,0.03763640580865148,0.01594161632477016
2019-04-02,0.03458908095984617,0.01637614483041792,2.368864014319043e-07,0.019119388078128314,0.02772081808543638,0.3608345193646035,0.003798210293486933,0.12947315329912829,0.035753838127784716,0.03508635827826186,0.03515082250172017,0.07498157642118795,0.02288399880231562,0.07872279868260011,0.03442690750658875,0.038842532161603494,0.036471181649662544,0.01576843407082576
2019-04-03,0.03544636028553223,0.016284398270267342,2.369822006166439e-07,0.019200215677982288,0.0276164361861279,0.36382516214260036,0.0035772051593181767,0.1293493425484571,0.035793514593015545,0.03488820939532791,0.034253717558562435,0.07611934058972085,0.02329585459693727,0.07771992018476925,0.03471775151293629,0.03690359978975936,0.03539582006748865,0.01561291445899656
2019-04-04,0.03592164562961532,0.016253167158862797,2.3807638865976e-07,0.019371441470917586,0.02759963060152848,0.37028543757937554,0.0034870732509950696,0.13070948534423768,0.034117929861639175,0.035117399849956404,0.03321851172402221,0.07414495105009745,0.023115968941168276,0.0767869658397527,0.034743714389379794,0.03513459076900418,0.03450930359035034,0.01548254487270851
2019-04-05,0.034819450462623074,0.016069175051069477,2.3699524809261846e-07,0.01937119820290243,0.027287813121676024,0.3754332951997339,0.0035026086799428177,0.13244083605775228,0.033464137243139944,0.03495906489687239,0.03234463303236684,0.07440981262709402,0.02291206231211187,0.07640848620788872,0.03408628004653324,0.03400974081850963,0.033236485909463695,0.01524468313507158
2019-04-08,0.0346134764201435,0.015977091660049236,2.3751140790052515e-07,0.0194286186135452,0.02722101201408807,0.37750230499760845,0.0034910541873166157,0.1329367648821509,0.033130629636263294,0.03416391106195205,0.031946634464148374,0.074490553200434,0.022779438757270305,0.07828752280505417,0.03367137822998611,0.03333707431183894,0.03204354607583424,0.014978751170908595
2019-04-09,0.034783924558832204,0.01607638752901053,2.4032874137126303e-07,0.019586935552080895,0.027486841432418543,0.37900796889803134,0.003539385110884266,0.13324843460105998,0.032746897839213404,0.03310699215163978,0.03196594847065888,0.07485465968115006,0.022068135762795205,0.0800608748395466,0.03278641812392047,0.032865932866908566,0.031122708670646163,0.014691313582461715
2019-04-10,0.03493386002151314,0.016197335428657797,2.415783974360491e-07,0.01964712665695812,0.027562209609661166,0.3787900597615805,0.003547358507525538,0.1332527615174977,0.03252044386663039,0.032127221027230805,0.03209261745853269,0.07666488690730903,0.02187796585487201,0.08127189470324497,0.03243183521363037,0.03258897599981595,0.03015370931933434,0.014339496567607916
2019-04-11,0.035060126971983754,0.016201912094223878,2.4231795172951077e-07,0.019674356398952104,0.027597788716247688,0.3791728011863983,0.0034969607615329594,0.1335056898738408,0.03311534216954375,0.03139799241604925,0.032255470345273186,0.07640510412696884,0.022003395322176024,0.08263359906484133,0.03215410750753663,0.0323077076024564,0.029159318060713434,0.013858085063309707
2019-04-12,0.035247016777258694,0.0162224355113502,2.433232826816907e-07,0.01973330569595599,0.02767386683061767,0.37913076540975366,0.00346270400419714,0.13329678457305916,0.03303157777089591,0.030399328868637655,0.03316253179486541,0.07661283920785815,0.02195655997523032,0.08341568939783942,0.03207032551756155,0.032825016737160595,0.0282083674685158,0.013550641135959999
2019-04-15,0.03534944148457157,0.016241733877850262,2.443720643175374e-07,0.01980444156648242,0.02776688023182284,0.37939563860861103,0.0034963143904966853,0.13315561159768213,0.03286270034894947,0.029471991777455263,0.033937346959322386,0.07821574623505825,0.02138052961464295,0.08416405236626484,0.03104923619102291,0.033227116538983276,0.02722266300943523,0.013258310829284387
2019-04-16,0.03539375262718357,0.016240119052716984,2.450844942239824e-07,0.019858209759253218,0.027838593427762206,0.37913098747029966,0.003490836222390094,0.1330902024710252,0.0327104496202046,0.028750237102220397,0.03470510821499846,0.07888395334250183,0.0214757285652233,0.08513219849255824,0.03036425222599487,0.0338065342512938,0.026206676567021917,0.012921915502857442
2019-04-17,0.03595259695308319,0.016424444670683696,2.4878117495460063e-07,0.02015872821247311,0.028266337762726933,0.37822360415797684,0.00341382587021647,0.13215248724687018,0.03218569233161192,0.02832636323998146,0.03533495927256847,0.07957355699298956,0.021444829372640795,0.08579760228081136,0.029871036402430415,0.03461982446065227,0.02562968324515537,0.012624178745953141
2019-04-18,0.03629260743953265,0.016381790890168068,2.4950950658628796e-07,0.020192074781856112,0.02833447102104275,0.3777905537312767,0.0033953763307399518,0.13218996326335974,0.032066859771621485,0.028347337114644024,0.03555245015688756,0.07948561938816642,0.021495717338047633,0.08660972092932862,0.030007654194930174,0.034966993401140414,0.02477086383301229,0.012119696904738879
2019-04-22,0.03647693895681334,0.01635448437518453,2.509989104165958e-07,0.020277534581936898,0.028546362970441976,0.3775890240668826,0.0034356893990734895,0.13246051192540728,0.031056015050132144,0.028172442757381348,0.03606389258874847,0.07977567606622589,0.02185005359901666,0.0873781696491992,0.02955589360876675,0.03534861927013266,0.024007818058020172,0.011650622077725915
2019-04-23,0.03665272168900004,0.016363696432309664,2.529484746958962e-07,0.020410756137371807,0.02879952894495099,0.3766539122040932,0.003438924589720954,0.13306715291508006,0.030754314701769824,0.02831284884458875,0.03643098723031316,0.07937105810177442,0.022173593655014995,0.0883144142209122,0.02944355553062955,0.035270665718858285,0.023426148640735642,0.011115467494401787
2019-04-24,0.03679611238417867,0.01632926573866395,2.5420760647150263e-07,0.020492098374953485,0.02898603725979031,0.37617440944854513,0.0036649995939994377,0.13277794653760588,0.03141364302368937,0.02844039328165358,0.03659066606241619,0.07887673493433828,0.02218174362136666,0.0893772902613982,0.029745831590616584,0.034616579416631495,0.022827611018113227,0.01070838324443304
2019-04-25,0.037121183496760336,0.016398008726032143,2.5701370439216115e-07,0.02071136190993558,0.029365507528385446,0.374111209870759,0.003958074580943317,0.1321960241812062,0.03241685108131818,0.028408614892862293,0.03671520861110314,0.07942804419020069,0.021878838901162,0.09025184047920906,0.029782470015372594,0.03439242363600642,0.02233119990518502,0.010532880979854253
2019-04-26,0.0375159040359224,0.016491724409291923,2.6014458268754204e-07,0.020973323358253852,0.029802659777713177,0.3689102043666495,0.004237808596981349,0.1306190906722388,0.03370758444477833,0.028615644543330095,0.036702398705123804,0.08262076330539342,0.02238763632276541,0.09066222430688581,0.02978574328520947,0.03485955996186321,0.021777007275560395,0.010330462487456466
2019-04-29,0.037656269836888454,0.016476820892367582,2.6156096843872986e-07,0.021105252745145794,0.030066336516062258,0.36763039250756946,0.004403225179295842,0.13041123542262417,0.034107107800077724,0.028961954493483495,0.036642270492769614,0.08263068521270607,0.022167722387576503,0.09139201977906947,0.03064844030382935,0.03448145365960341,0.02124991409158645,0.009968637118375938
2019-04-30,0.04048276130960992,0.01650934349904002,2.637168489224763e-07,0.021301466561698228,0.030431183143407342,0.36575581427738946,0.004514050597009341,0.12899955702976204,0.03452110737128298,0.029283210076813334,0.03629935176960365,0.08325664282861012,0.022533261601248064,0.09049161165280982,0.030946514091567925,0.03417001165487251,0.020811136785692397,0.00969271203273394
2019-05-01,0.03949951140093128,0.016290793439757194,2.7522602258102445e-07,0.020849266422127997,0.029873604529420957,0.37021277803438113,0.004504040189611339,0.13016815256348335,0.034417798858239174,0.030472104188876747,0.034813152382193964,0.08443083649271038,0.022496577321276037,0.08862644313191179,0.03140041025746848,0.0330366036673897,0.019665431383971206,0.00924222051022671
2019-05-02,0.03656832423949326,0.015738155987924576,2.698899746767751e-07,0.020507018452408196,0.029674083141696558,0.3731576984635176,0.004523921424206359,0.13257987575379726,0.03393530513034971,0.03167276240541204,0.034052174900774064,0.08724604425748941,0.022297120661974014,0.0866054764899621,0.03087338695803133,0.03264781201131301,0.01886164059185489,0.009058929239821031
2019-05-03,0.03679440979044336,0.015493205371866318,2.706390623543445e-07,0.020697941700774367,0.029955594461636138,0.37116529969420464,0.004575403674226694,0.13233138878869077,0.033802813061294325,0.03213525733494115,0.033716300698824184,0.08853763590144628,0.02237466209155211,0.08712525867593841,0.030952541960411098,0.033209177048845316,0.018298170578287115,0.008834668527555142
2019-05-06,0.036714012763196434,0.015407275349417993,2.71233316364615e-07,0.020755945502215822,0.029922089746924157,0.36993337244938906,0.004538928140955991,0.1308579402188285,0.03494465184585007,0.03170447759612456,0.033135860160252564,0.09418097659547674,0.02255066101668453,0.0848336444400047,0.030575226323551488,0.03352371823386503,0.01770645486289664,0.008714493521049077
2019-05-07,0.03501291364786789,0.014662204602294846,2.600090567129281e-07,0.01992051561903975,0.028601705410156608,0.37564813077248543,0.004217762188292365,0.13391767682179403,0.03303232198233864,0.032899547759469606,0.03207559420215181,0.09723818725465595,0.022360466200255783,0.08197478257278616,0.029913480042640207,0.033511792216748985,0.016596482790260658,0.008416175907704491
2019-05-08,0.03465814572863008,0.014469464239558649,2.5855119299143833e-07,0.01982670486830419,0.02832977832462676,0.37815466613634097,0.00418456238313972,0.13330982830942398,0.03303754586878049,0.03263391287605118,0.031811787155880795,0.09812191397080712,0.022814234334057867,0.08030696851243856,0.02994311635394957,0.03432633274691188,0.015977533612168034,0.008093246027737387
2019-05-09,0.03344666385142203,0.013907156775284585,2.504187287215531e-07,0.01920604299278823,0.027338288300401407,0.38464158696129813,0.0041054951929789885,0.13554293995452807,0.03388248974139928,0.03177907512751098,0.03210089118074646,0.09609564802017952,0.02216991888885372,0.07930825416233826,0.02935202001119543,0.0346424473486327,0.015006419340645474,0.007474411731068016
2019-05-10,0.03195255805641514,0.013222476073262572,2.400603780793193e-07,0.01840547394096182,0.026104467276645105,0.38849928100104947,0.004069211171267985,0.13655872133595895,0.033448332690660776,0.03130450584685565,0.031966783015862386,0.10233431860440005,0.021881413280079996,0.07726806191104629,0.028374674672733257,0.03365985769534571,0.013835699313158511,0.00711392405391849
2019-05-13,0.031034962684111007,0.012792348810674276,2.3391511242366793e-07,0.017927664017553257,0.025353227518207785,0.3948437176977997,0.00406869944005589,0.13896951219900813,0.03406078494208728,0.031082804595499437,0.03205723478902961,0.09908273933687722,0.0206835598062754,0.07658349746748053,0.027751356088075427,0.03405256344858162,0.012980388594667122,0.006674704648903838
2019-05-14,0.031248846969503162,0.012829969441473205,2.3635911865149072e-07,0.018090857468339445,0.025522649543030573,0.39458555028857506,0.0041971044785329955,0.13845699981754644,0.03501031334270451,0.031759461613131305,0.03221704561792593,0.09798444444387108,0.020414795200225752,0.07526912516690012,0.028430973476840374,0.03480661414120352,0.012534089875041579,0.006640922756036199
2019-05-15,0.031510811113455106,0.0129201511867449,2.395976594868048e-07,0.01830696430139929,0.02579936543680136,0.3913251176622831,0.004370507659309533,0.13687234463761475,0.0357390988053046,0.03275464679880016,0.03223832973134808,0.09921139323016602,0.021084530306976816,0.07431374559871362,0.02927859956495726,0.03537734385348289,0.012266881808243278,0.0066299287067395985
2019-05-16,0.0314223932712267,0.012831549680686628,2.3951702145868116e-07,0.01826355798668337,0.025728749120898543,0.3926552301886916,0.00455255614635577,0.1375478506682452,0.03671452344992597,0.03253360987422385,0.03206215748180777,0.09853346383000244,0.020882534397138143,0.07335666129000733,0.029184259137226998,0.03529742863835773,0.011928383784259986,0.0065048515372405115
2019-05-17,0.031081100038555486,0.012682954655549323,2.3778716997741134e-07,0.018078785472064682,0.02550573973497986,0.39505122536621473,0.004676561679756827,0.1381696861673881,0.03686870540038275,0.0322319606222769,0.031840190246211195,0.09954027553642807,0.02073804906048335,0.07240333247065754,0.028662566857901795,0.034770128100530255,0.011442349136287595,0.006256151667161594
2019-05-20,0.031462685249469165,0.012728443722243726,2.406038772007349e-07,0.01828224075159695,0.025643788514827938,0.39158285736167464,0.004906024346966967,0.13695802909793078,0.03753206128534431,0.03317965373281866,0.03187924523246636,0.10165751370676407,0.02167615022798097,0.0712486842364437,0.028742419139306388,0.03516023891196093,0.011087204223784435,0.006272519654542812
2019-05-21,0.030953963258469438,0.012664530676950253,2.4055336833936344e-07,0.018219662054073087,0.025499315666518196,0.3923658272966639,0.005071397692106893,0.13779181312726185,0.03723724654285466,0.03435874446265584,0.031667652441502735,0.1005026724620481,0.02196640854829454,0.07094642432908564,0.029145576557973864,0.03451824592622968,0.010687909340041372,0.006402369063901657
2019-05-22,0.03132196473117594,0.012637824981672433,2.410875904703046e-07,0.018180773124279462,0.025431417763034692,0.3931132233914861,0.005322723870955992,0.13748154135832286,0.03690521884926958,0.03552822699282324,0.031319002339619054,0.09903778919618716,0.022330326691091095,0.07047288731111759,0.029856262882849,0.034135255030664856,0.010440093381382581,0.006485227016478151
2019-05-23,0.030614907301551256,0.012637195659137576,2.419727124663658e-07,0.018175671852624878,0.025420546882948692,0.39359959219667845,0.0055350884922245455,0.13777179559992264,0.0368816808180255,0.03570093661614915,0.031159001332269093,0.09913628216898575,0.022821281716505024,0.06964486982268228,0.030287890546623477,0.034079701376707495,0.010078372418017439,0.006454943226234492
2019-05-24,0.03093999266203788,0.012611514795983991,2.4237489722068575e-07,0.018135327301865685,0.02536553592066848,0.3941644356490338,0.005651771425042543,0.13763554803041012,0.03723543787500593,0.03649702956406024,0.030532840140326024,0.09783444522723898,0.02352311230645691,0.06902576530635897,0.030843909550528178,0.03378748016803642,0.009796491402282302,0.006419120299766301
2019-05-28,0.030820497903783946,0.012554091252275934,2.42121945344747e-07,0.01807616866072116,0.025271633837520513,0.39398908379626846,0.005747249561452815,0.13704000252377163,0.03760958335201549,0.03669077413947973,0.030253685249889504,0.09968920571190316,0.023595415103498756,0.06830200390835112,0.030612708808360877,0.033933596845973274,0.009570251847568219,0.006243805375220119
2019-05-29,0.030928565922676954,0.012569777240355297,2.4326574528472605e-07,0.01811445674673133,0.025332252079486136,0.39302269646257126,0.005795975742640327,0.13675252012684336,0.03823373488190482,0.036871896382115986,0.030032818500761164,0.10029813740422427,0.023846362749737237,0.0673807432346422,0.0305512475372394,0.034763744799769174,0.009354115844581139,0.006150711077974463
2019-05-30,0.028912235880638685,0.012596426855386079,2.446392235376636e-07,0.018166614085053615,0.025413313933209634,0.393324026299508,0.005804226145119393,0.13667404415415677,0.03829562527170761,0.03697636677508281,0.029987994541609643,0.10136844101764292,0.024226665767889764,0.06643219226495939,0.031190338754077358,0.035392723151071226,0.009119122849972643,0.00611939761369089
2019-05-31,0.03098327312908452,0.012595914750129224,2.4547504700891384e-07,0.018170383979290102,0.02544567525815456,0.3918706633772494,0.005787187271826435,0.13604501682210315,0.039132724348863314,0.03678155496846029,0.029823767366487168,0.10208567149178019,0.024131273356210545,0.06510016574212597,0.031190242939831532,0.03590202378002107,0.008799826098858852,0.006154389844476759
2019-06-03,0.030890957139290846,0.012485309936276303,2.4416134585169543e-07,0.018001697027524792,0.02526247821179144,0.3924085059099835,0.00567031401387985,0.13639198089408125,0.03910114519287328,0.03740558915350626,0.02970380919938013,0.099916951153849,0.023978382290151062,0.06602982813683797,0.03163394503506554,0.03659739879380971,0.008495644085942373,0.006025819664410768
2019-06-04,0.030588068114284706,0.012420165980378177,2.4372737610512625e-07,0.01787651879222039,0.02516724557443999,0.3933595623423341,0.0055764824412969545,0.1368054100956314,0.038888267513893,0.037305614493519684,0.02959646695890643,0.1003139130948353,0.024111625922322546,0.0650818176014078,0.03182009968404118,0.036849542109082985,0.008371149448092884,0.005867806105936315
2019-06-05,0.030438254364204654,0.012328060297676168,2.4273671219716836e-07,0.017702836453192046,0.02499678648573282,0.39439820364643324,0.005546154775077666,0.13721048169973943,0.039021027755802115,0.03729136387461755,0.02967710830767278,0.09959544487936481,0.023942231443249397,0.06476538544213788,0.03203387976733384,0.03711856435054432,0.008298203092669277,0.005635770627839859
2019-06-06,0.030771948386263015,0.012389301633399321,2.449210220858512e-07,0.017753910181700465,0.02513363834387725,0.3939356786273864,0.005575584610770028,0.1373339166567179,0.038310837452665635,0.03692065371256192,0.029997452728632794,0.09926727073711852,0.0242703101791082,0.06558544991990715,0.03167836273235069,0.03730064279107671,0.008374894672535885,0.005399901712906053
2019-06-07,0.030710542010440798,0.012384274770337727,2.457376555696988e-07,0.017719031053443697,0.025122052524552352,0.39290223843287997,0.005583865950018194,0.13767411802511542,0.038657966966519235,0.03674607766580875,0.030421674436567406,0.09924748386720812,0.023830918941859715,0.06624699762162281,0.03192072424909554,0.03722737518435665,0.008395773262029449,0.00520863930048856
2019-06-10,0.03065470489482309,0.01234772932331934,2.458739992624893e-07,0.01763458251410512,0.025026164573900958,0.39470962801486476,0.005581261559452244,0.1378166567861814,0.038840889436986166,0.03649602371806679,0.030623480557919896,0.09816608764232498,0.024148087535330733,0.06556106626038694,0.031742448382456434,0.03721389304960326,0.008227401985090527,0.005209647891188184
2019-06-11,0.030556893279115725,0.012330441163581276,2.46337349139208e-07,0.017586792059327484,0.024957993646564824,0.3958448002405533,0.005594746137936017,0.13838514447428898,0.038198618393074944,0.036598487986268254,0.030817630510387377,0.09784302924922236,0.02370346878735138,0.0654429405948955,0.03183835579930623,0.03701052861287537,0.008041413970849658,0.005248468757051997
2019-06-12,0.030195512374831594,0.012215283213571166,2.4485417216077873e-07,0.017397977245251543,0.024687137549051157,0.3986939034371247,0.005538616483486823,0.1394303796946321,0.03736264606254463,0.036384896794787,0.03095452430307079,0.0968719433513834,0.023395956338976908,0.06544555156056003,0.03199852842413786,0.03634291175486104,0.007844205394633512,0.005239781162923573
2019-06-13,0.030147687830421835,0.012197817594845976,2.454196546008627e-07,0.017346426068667924,0.024616805339992776,0.39828852380762564,0.005595715715999116,0.1393704546464596,0.037722356601650096,0.03610257455623494,0.03117354059040639,0.09830411317187722,0.023630360999052222,0.06485285747493348,0.031747400576139374,0.03587157087567478,0.007740207157119634,0.005291341573244381
2019-06-14,0.029867479475515803,0.012159084985325601,2.4594479762213816e-07,0.01726759607982845,0.024507265858774944,0.3982511681579944,0.005592107936815923,0.1396629691576159,0.03821648334923209,0.036033847407262516,0.0313812236207214,0.0992076738170332,0.023478069715550474,0.06418301279816475,0.03212753498780885,0.03510618773396577,0.007633383254697593,0.0053246657188949385
2019-06-17,0.029892085912874306,0.012085760800816315,2.4570161980662554e-07,0.017127692940803383,0.02430268584321092,0.3997244887315018,0.00553318254176487,0.14016647216222786,0.03796769960013796,0.03589125791519438,0.03172231975755528,0.09886012771849437,0.0233260102164859,0.06386249681970287,0.0322838538962529,0.03433208950885002,0.007567509564333058,0.0053540203681740695
2019-06-18,0.030326463040523506,0.012054390914712288,2.4632694037776587e-07,0.017040566763391437,0.024139644867947934,0.40288865350184366,0.005528432369828361,0.14103864894252463,0.03808935262491164,0.03558765531368839,0.032153253552512535,0.09519525362128713,0.023223256515295547,0.06416748609411481,0.03184113900435393,0.03367069320927206,0.0075624476862077876,0.00549241565064387
2019-06-19,0.030878960199753874,0.012220463408850845,2.6476413127355077e-07,0.017038403647799658,0.02410278615402946,0.40169374340069997,0.005527646380206256,0.14009801845456504,0.037244127891241804,0.03513464505271895,0.03245503076929824,0.09777454003430844,0.022633123630982813,0.06448647321111102,0.032201986607659154,0.03330443333640714,0.007592243387267735,0.005613109668968412
2019-06-20,0.03116899755792929,0.011915735946379714,2.641992920690658e-07,0.016896321150249693,0.02405656396810236,0.4026117356678105,0.005497000740962401,0.14052224081659156,0.0361956264911121,0.03478748920288275,0.03298944679951908,0.09726561711400199,0.02278097951084922,0.06514894368101057,0.032035737895908516,0.03283884217740588,0.007572862705318638,0.005715594374673659
2019-06-21,0.03156792642447445,0.011847290619736025,2.6859078725894517e-07,0.01708315467302505,0.02437892980155687,0.4012763188643468,0.005607776924303289,0.13987434485113537,0.03587142742237268,0.03427297525000034,0.03355655498385227,0.09624914778069003,0.022598010092407268,0.06602407091046167,0.03319509585842075,0.03311375429938241,0.0077802810420733596,0.005702671610974043
2019-06-24,0.031378772748510926,0.011907503424576851,2.7080742128101386e-07,0.017097921655175277,0.024366885780628164,0.40116894178403995,0.00566368160642716,0.13999838503601586,0.03502722040176372,0.0341370200350344,0.03421443036486844,0.09620385072759319,0.022022405394577078,0.06682184740700423,0.033443789800265356,0.03291056559127526,0.007888406647550856,0.0057481007872719385
2019-06-25,0.03112761539245499,0.011922875773825588,2.717616086367778e-07,0.017047831891839612,0.02426498354223248,0.3994126845298163,0.00564856457871043,0.13925926146239812,0.03580428666503251,0.03434135002111801,0.03470290580301173,0.09631210358688348,0.02186720435406603,0.06720005209722403,0.03406908628975427,0.03319308839236656,0.007804103004031735,0.006021730853625533
2019-06-26,0.03126276564128781,0.011855782864641222,2.7477534346386523e-07,0.016765867714461324,0.02386541369425903,0.3991873166053137,0.005613361299663309,0.13887494666135738,0.03565753078678678,0.03425464817431118,0.03456358899822867,0.09612006393414026,0.02255370228740137,0.06767970710851869,0.0344623348848101,0.0333963135007855,0.007758522107061714,0.0061278589616284495
2019-06-27,0.03100847234849364,0.011686440621269218,2.7543307747173696e-07,0.016393964910469166,0.023314720758705377,0.40129760533840986,0.005554163962574026,0.14044385719352237,0.03536278578039106,0.03439043303695328,0.034569452141910095,0.09434910551044155,0.021934606434993356,0.06780674032315001,0.034836251970656845,0.03329130788512262,0.007622743458914883,0.006137072890945105
2019-06-28,0.030259073129595925,0.01150341777765833,2.7556118815802213e-07,0.01604925741997381,0.022793868490392593,0.40332508342560847,0.005500280995409974,0.14128030648042464,0.03547912834450661,0.03426284113992845,0.03447103825765588,0.09459949500968357,0.021575046048286306,0.0678847671168342,0.03465177053571455,0.032830523367294084,0.007432359232065958,0.0061014676677784265
2019-07-01,0.03019053759939359,0.01145352981788854,2.788001928397785e-07,0.015932010518757096,0.022601088856222844,0.4033393784219825,0.005494499206331374,0.14116855084017388,0.03515138969816117,0.03381061451339483,0.034708319497888,0.09511232325279273,0.021663907020247335,0.06785762019666404,0.035228934591801556,0.03275273539552483,0.0073867235884104085,0.006147558184172437
2019-07-02,0.03019583450782437,0.011464324066621756,2.835040718042438e-07,0.01592664842820861,0.02258828972008967,0.40178380677820746,0.005507662333909429,0.1407829627753567,0.03520704358806349,0.0336257181876286,0.03513991478271776,0.09680747697167096,0.02175703321494191,0.06791136634106855,0.034905281566661395,0.03278556677816739,0.007427448688336205,0.006183337766453987
2019-07-03,0.029031726605199773,0.011258272190257846,2.8283936122626063e-07,0.01564742257042738,0.02221857381733008,0.40118954828303194,0.005509930952067238,0.14190611192905353,0.03450567654170784,0.033914090555590914,0.034850025491576786,0.09491371503325895,0.021233150713484233,0.06722726864903998,0.040764233962310964,0.032262429688679914,0.00740005381755892,0.006167486360062483
2019-07-05,0.029037791377049975,0.011219016545336033,2.8624092549680544e-07,0.015619689982353751,0.022234732409403553,0.3997658819212663,0.005558125342934622,0.14155249373427223,0.03499826040644171,0.03385237237876804,0.03519240406042192,0.09566725280340249,0.02109653064189187,0.06742310015036806,0.04086799049156061,0.03225804594062678,0.007467307916279414,0.006188717656697004
2019-07-08,0.029321156312763653,0.011272266337330307,2.907572690566379e-07,0.015661257358608613,0.02242145613577314,0.39858002586275976,0.0056682716755760846,0.14154229231653817,0.0353049283084553,0.033342996293784864,0.03543971958135392,0.09587933899146799,0.02128380738421321,0.0672738895778516,0.04144209815613398,0.03201451893170117,0.007488518896020562,0.006063167122398468
2019-07-09,0.02954317469229252,0.011335717545880948,2.943408297115393e-07,0.015727490346874144,0.022569693128380697,0.39681527510308195,0.0057428171733851854,0.14181879663126315,0.035709745311707196,0.03310553436459897,0.0355151791369715,0.09639892393935888,0.021708341486566606,0.0667400091277133,0.04193670498985344,0.03182549061128573,0.007524225053248318,0.005982587016707755
2019-07-10,0.029687301421812976,0.011354126387717278,2.977607136326945e-07,0.015842798816809934,0.022696746081120434,0.3945737642709811,0.005817072954452063,0.14134765846163583,0.03665296816282677,0.03311526467122721,0.0357326201349217,0.09620960376486443,0.022079979546538547,0.06672597621845053,0.04247789498696542,0.031962658188944275,0.007638013896770559,0.006085254273247188
2019-07-11,0.029205917051665985,0.01136542393984366,3.0075563821141567e-07,0.01596535186882963,0.022785903227503235,0.3933957846927552,0.005884426301130233,0.14149241787355524,0.036915589451045644,0.03324120909222388,0.03555348439424532,0.09690091116335686,0.02235193126265764,0.06660138463750363,0.04245878965899224,0.031987634726477636,0.007713177489234984,0.006180362413340612
2019-07-12,0.029031054090599934,0.011355932031921223,3.032338401125641e-07,0.016023875535480233,0.022823934029281522,0.3924005838004065,0.0059487083708967565,0.14183690954662784,0.03679789562463035,0.033401775720915135,0.03535140329428743,0.0976564172760763,0.022429628086172073,0.0661674467103258,0.04281894636237295,0.031876481440124275,0.007785784647842692,0.006292920198198889
2019-07-15,0.02909146108746915,0.011390685190372915,3.0692496514201265e-07,0.016111718176797688,0.022941892598914566,0.3914668574266134,0.0060115611202205205,0.14217044740238163,0.037171028670040074,0.03361964391711922,0.03499586230288695,0.09828553536634646,0.022552653150800333,0.06581689357420972,0.042739589837106115,0.03144996695275113,0.007857472147009006,0.00632642415399596
2019-07-16,0.02945494280432326,0.011504950506729627,3.127892182713436e-07,0.016275977467558933,0.023199172541120666,0.3884141480170446,0.0061164075093628695,0.14116225665471338,0.038198305510363365,0.034021975692345774,0.03518924442826513,0.09853850900327182,0.022779564310909436,0.06588587747510076,0.04348844491614367,0.03127402011107949,0.00802547727959078,0.006470412982858133
2019-07-17,0.02963904364960821,0.01155375591901972,3.169146237679558e-07,0.016314019107524214,0.02330242567686207,0.3850526764253154,0.006239298743685255,0.14027117118279891,0.03870691203109119,0.03421252231534342,0.03471884124111242,0.10173592371633446,0.023274096413486167,0.06566137958695822,0.04384668659190032,0.03075325481800955,0.008146532939334712,0.006571142726992098
2019-07-18,0.028901948832178975,0.011497359167025944,3.180034009066597e-07,0.016165069621017675,0.02315450397866962,0.3823492760267804,0.006292686772066733,0.14005125080592232,0.03994639300726919,0.034905865422222994,0.034975807672591806,0.10301637879598986,0.023314762914995287,0.06561206358103573,0.04503293172579525,0.030047771523291675,0.008118263624583896,0.006617348525161648
2019-07-19,0.028181637802194705,0.011427452674612728,3.180246586629315e-07,0.01596286841622642,0.0229294016572128,0.3803070522550701,0.006310921128845016,0.1398323204555934,0.040297772279478915,0.03576727084965278,0.03490957188910654,0.10516635366387393,0.024213828097461816,0.06495931473402437,0.045887890102707836,0.029179083904363072,0.008075807178478268,0.006591134886438774
2019-07-22,0.028459581306327024,0.011512277742892674,3.220068845789016e-07,0.015933083753368642,0.02289767793012265,0.3775311415426291,0.006423371637376042,0.1388384334445926,0.04122432935198195,0.03648041545865603,0.03487874832692304,0.10683149343185021,0.024216409799498302,0.06457450771234828,0.04652556514903859,0.028896135038828357,0.008114041752956946,0.006662464613724986
2019-07-23,0.028730831353496147,0.011572488796138645,3.2541746501981875e-07,0.015842706676056178,0.022768404787187918,0.3752527248953429,0.006494256349232725,0.13762415503382486,0.04175181561663485,0.036897322741189016,0.03433011545375941,0.11007823202880934,0.024082185596994696,0.06425908588221502,0.04687749620841866,0.02846765850220896,0.008188057409400382,0.006782137251625197
