,calendar,fomc_day,fomc_release,fomc_since_inv,fomc_until_inv,har_ma,numobs,sumabsret,sumautocov,sumbipow,sumpret2,sumret,sumret3,sumret4,sumvolume,vix,vix3m,vvix
2019-12-20,0.020039072091374576,0.014341650655398863,7.942178385769693e-07,0.006343977653677173,0.014008098996854365,0.3133081136516146,0.0042800951146841175,0.18104864762899037,0.037940272807049855,0.05910240591453945,0.0392282880950087,0.09084338978942176,0.023639521120251285,0.07498475214714136,0.08417784115862209,0.017371322345117724,0.006378302618216659,0.012963453994198569
2019-12-23,0.020064244194498742,0.014217911729997226,7.954850615889916e-07,0.006027873434711387,0.013630364341054595,0.3145611595353749,0.004236705229753238,0.18248835452958007,0.03726945586769053,0.05935357754811831,0.03902045461206945,0.08956137780988423,0.023555837170161256,0.07546612449750878,0.0842166347809983,0.017127132520959733,0.006355372947091856,0.012846623765485714
2019-12-24,0.019772192336566866,0.014054493998952864,7.872301726256299e-07,0.005966650703265132,0.013498142350045332,0.3129341731213346,0.004371954121484254,0.18230131331928948,0.03683874452848558,0.059322648261099634,0.03884178356903314,0.08738237338873439,0.022864150355684024,0.07507023453295245,0.09053660849772731,0.017116420805698956,0.006391209560718607,0.012736119318754634
2019-12-26,0.019692530493439605,0.014002570686370681,7.85103365647916e-07,0.005951604659794487,0.013467927947571345,0.3129274435107436,0.004485956085241206,0.1824556279323824,0.036628711485116656,0.05930266126526415,0.03887598557158584,0.08688575272221365,0.022737648646908953,0.07545717395123447,0.09092797899156943,0.01710659277660437,0.006386477945321505,0.012706570225272083
2019-12-27,0.019814456254432098,0.014025459227657302,7.872749657856891e-07,0.005972502076274801,0.013513105750603051,0.31252210952800896,0.00459533987975114,0.18232382970963876,0.03623514592720755,0.05929452219599329,0.038969510888266515,0.08632539779868045,0.022732110551399152,0.07608156151941822,0.09130006546452511,0.01711696429958883,0.006400201857123918,0.01277692979646507
2019-12-30,0.01980794791495937,0.014044125175420962,7.893281573067681e-07,0.005993444175097129,0.01355507212811781,0.3112165593243341,0.004614965351969284,0.1822073498920809,0.03675150316500581,0.05958857062422902,0.039091597637623474,0.08605994227590927,0.02259453362407468,0.07681712337019324,0.0912323336061129,0.01716957923567585,0.00639798311351925,0.012856580057519587
2019-12-31,0.020263803519450126,0.014092731003242742,7.898844990016652e-07,0.00600195966721144,0.01357017800067275,0.3107682023825091,0.004611349355340763,0.18191169666414514,0.037067435038900795,0.059346907935835344,0.03906196044642541,0.08605600415101368,0.02277777758920875,0.07721408558550641,0.09096215390623355,0.01710222065490561,0.006345224857312675,0.01284551935758672
2020-01-02,0.020554084674196182,0.014300527920398902,7.98735195464869e-07,0.006062053772255189,0.013727892447527871,0.3105861099944305,0.004663683060401373,0.1817215288300682,0.037331553431027814,0.059453095768545676,0.039393141979776336,0.0873440662984879,0.023124081249926858,0.07852196971796742,0.08671800580097005,0.017233717656111244,0.006348165287976048,0.012915523374736827
2020-01-03,0.02041045041394695,0.014209824104582358,7.908957427940728e-07,0.0059877520165290965,0.013619616286316132,0.3115433874061504,0.004639564135000651,0.1831995730176225,0.03687237848372729,0.059626210265572945,0.039267298956349755,0.08743054978233389,0.023303395576891404,0.07773657830176252,0.08631412956792602,0.01695574486093026,0.006196245812641082,0.012686510115973831
2020-01-06,0.0204457342409567,0.01422410373901191,7.912275460521203e-07,0.005985775816315707,0.013657589753768996,0.31056575264996444,0.004753850054419552,0.18292778367898418,0.03671760930764806,0.05954080693777102,0.039200059950964,0.08848697576949319,0.02338199574380237,0.07768881488807211,0.08664115963456763,0.01695725281950945,0.006150737176135923,0.01267320661106845
2020-01-07,0.020522243918132326,0.014261446366873522,7.946036563072946e-07,0.006011676409267143,0.013730645929377372,0.30955739353232525,0.004900399474721228,0.18271629726147992,0.03666017203752445,0.05950318852404731,0.03930322141015097,0.08924563031126206,0.023478803958147467,0.07800182276269375,0.08628865767394278,0.01694271868044762,0.006145103692205704,0.012729783453744772
2020-01-08,0.020426917056197764,0.014179566249270801,7.913432805451884e-07,0.005993336734989463,0.013673512803489657,0.31023526014203234,0.005028441442936323,0.18305263137245562,0.0362851556429196,0.059124922210638864,0.039044190930941074,0.09027822630763006,0.023365220746671325,0.07731177003826317,0.0865042416842108,0.0167251892073404,0.006095638663355517,0.01267498742337672
2020-01-09,0.020438679282396892,0.014180257164052938,7.927585307891506e-07,0.006012992693771418,0.013684325758536637,0.31048703291630086,0.005183516102429512,0.1832714544696667,0.0363159352736389,0.059049636122293574,0.03904115167432195,0.08956086229518921,0.023223005114634595,0.07727867717516211,0.08693207061852365,0.01662894300065432,0.006088309062538146,0.01262235851735772
2020-01-10,0.020471580214884058,0.014160643023652754,7.930215787439829e-07,0.006030938019737636,0.013658113620302828,0.3096736266286978,0.005326286986844125,0.18304159327048422,0.03640372610701065,0.058893330530368854,0.03901718283533349,0.09013689671035255,0.023128686934361896,0.077407369296504,0.08745211588816779,0.016520274503938934,0.006077554025103363,0.012599288382676268
2020-01-13,0.020574789106530485,0.014177364132084053,7.953543352876858e-07,0.006068816050362665,0.013649485049779957,0.3088551801959154,0.005477985737507343,0.18276793552755496,0.036273827381119866,0.05916748865839269,0.03936881348035528,0.09009955212027931,0.023244039955540946,0.0775622946671405,0.08754822626721061,0.01646683603969748,0.006099867555549001,0.012596702720644243
2020-01-14,0.020317584107672617,0.01397014733635192,7.850875763489855e-07,0.00601639257690168,0.013437132670005283,0.3100438780077203,0.005459550199433769,0.18367180297091595,0.03656076881530833,0.05885629631163989,0.03875675828829735,0.09123952485004407,0.023372157991182505,0.07618916631232242,0.08753742853753854,0.01616680737119334,0.006029027740714889,0.012374790825180754
2020-01-15,0.020254200519548432,0.013903795110906747,7.828126366075215e-07,0.006033900664058283,0.013375021358278023,0.31050296565623137,0.005440713893134848,0.18442006284798382,0.036524458688694056,0.0588303320091152,0.03866577926493811,0.09061597239114072,0.022977626309445724,0.07563503916117228,0.08843219313699203,0.0160720060307582,0.006034159733484674,0.012280990411480851
2020-01-16,0.020332433973863195,0.013932985703937783,7.857899037635091e-07,0.00609779419938973,0.013414657590812682,0.31070285978501266,0.005377380042013853,0.18492186320762496,0.03619272878550011,0.05896151648840651,0.03843622552099848,0.09057650699144208,0.02301638180821999,0.07542077995133552,0.08803507040284221,0.016165092526184466,0.0061069879796523145,0.012307949252859551
2020-01-17,0.020594237728618087,0.014067738448010136,7.946816801608988e-07,0.006209998899910963,0.013569170391970751,0.3099141117580646,0.005337276946640147,0.18499031954878517,0.036577497841057766,0.05890464909276264,0.03851009627107739,0.08947722250032474,0.02259742870486098,0.07604041619379126,0.08812178048432874,0.01639455781296154,0.006217023028752491,0.012475679666402438
2020-01-21,0.020524302643031414,0.014065504302398961,7.958297913149524e-07,0.0062613208878523115,0.013631873353249993,0.30979718893522024,0.005350368351506603,0.1855317704665408,0.036379230899908924,0.05854177083604955,0.03816192696469961,0.0894322236836943,0.022808324779176357,0.07596810923231499,0.08838107783713212,0.016378681233135486,0.006251248078977245,0.012534281685319821
2020-01-22,0.02051402003641351,0.014027547184930657,7.94995164268544e-07,0.0062892012094932104,0.013679341235873716,0.30934701212597143,0.005359764285749993,0.18567455890167747,0.03648562464500434,0.058509630190520696,0.03806846093178953,0.08933642171312288,0.02267267883774033,0.07599909653999665,0.08905511119481273,0.016250192079705506,0.006251480743443222,0.012479063148589866
2020-01-23,0.02041058403267005,0.013978915528475183,7.93551960428381e-07,0.006310779391981532,0.013734456481213632,0.30899129152330906,0.00537356088262932,0.18559462804408722,0.03691490887391983,0.058530556125037776,0.03814225496399206,0.08953420100806747,0.022545843014455728,0.07585992563490468,0.08934041474096462,0.016071313969602107,0.006197821731143674,0.012467750501585585
2020-01-24,0.020495614341198738,0.013825485215794622,7.861510721758188e-07,0.0062866821289985705,0.013713267323566307,0.30825816997766586,0.005347056455827994,0.18568054237890946,0.03711338786289024,0.05871604370544683,0.03831611620426874,0.09049283244265144,0.022388498924555238,0.07514772179777636,0.08969700491675434,0.01595425483570693,0.006117775456631443,0.01244875988028478
2020-01-27,0.020183336510667626,0.013679221895222929,7.791397909116812e-07,0.006265647048182426,0.013741792286197773,0.3089109810691034,0.005366805498684848,0.18624938442896924,0.03738154064233432,0.05888281997486329,0.038558428243727884,0.09016471448833766,0.022236702695092064,0.07422923306259914,0.08932823645096309,0.01606217211737197,0.006108389086340914,0.012649815361550548
2020-01-28,0.02011142676478368,0.013654709126933848,7.79076781180018e-07,0.006303172424154483,0.013958917881638782,0.30932013941250697,0.005428657798882928,0.18630444410311345,0.037179576981924194,0.05864786738339465,0.03860832574264665,0.0904078386381462,0.022134509409615106,0.07368533024888839,0.08910071282836611,0.016233848036623696,0.006134078685895833,0.012785665455703893
2020-01-29,0.019785641594718097,0.015194502862678861,8.667066537430499e-07,0.006278300555591149,0.013950054623876232,0.31007218592544344,0.005406964575145685,0.18666384452027218,0.0366934335757135,0.05925080350376304,0.03883547860561812,0.08898601176660474,0.02206394053949036,0.07281617368360654,0.0889998022821844,0.016253787069257924,0.006101246408069471,0.012646961201312354
2020-01-30,0.019611055121447223,0.013825331366633182,7.936403023500952e-07,0.006351839024347106,0.013890813211501905,0.310311203633053,0.005481385851316114,0.18740688538744535,0.03687284034990941,0.05878999020664586,0.03876135991517936,0.0906783028998827,0.021969919397035843,0.07219085152582119,0.08840636979067014,0.0165421290933408,0.006195417745424716,0.012713511840043957
2020-01-31,0.020375669112368384,0.014014087111033647,8.007509588022467e-07,0.006396279498779008,0.014148186826831206,0.3091854964544762,0.005603657518570528,0.18620747285805894,0.03747413769334244,0.0584244973455422,0.038652455851724686,0.0906809817131747,0.021744948280330027,0.0724000705244459,0.08848908648711497,0.01693903842131415,0.006364956101310224,0.012898177450623903
2020-02-03,0.02041182251456596,0.014084200943626704,8.091221560668276e-07,0.006455357930376321,0.014424040096594041,0.3082962342083198,0.005701768202334905,0.18506465540324352,0.03764253491447686,0.05862068215001313,0.038754080694494576,0.09124490209351005,0.021483251835194176,0.07316364180630218,0.08821102078828989,0.017141509292961512,0.006444998213957231,0.012854489789583007
2020-02-04,0.020973590072581507,0.014490100543477907,8.316632481966706e-07,0.006597770719936549,0.014937515258228251,0.3049534795955664,0.005869974755850834,0.18210067664528892,0.03776952477267647,0.059079531921948814,0.03900871001144201,0.0922888761234819,0.021697694078130138,0.07533167024848689,0.0883542021085141,0.017270535999793828,0.006478801926309232,0.012796513555038054
2020-02-05,0.021324082478578577,0.014654279794272012,8.404300846120368e-07,0.006639833633666884,0.01520424946952069,0.3022526568955376,0.005937494446232422,0.17975451535459028,0.03823485432986539,0.060125520473309664,0.03942698687573918,0.0940046374090706,0.022233965071358698,0.07532148258574785,0.08870842830108673,0.01716336798678487,0.0063995573845405,0.012613247080013308
2020-02-06,0.02156844326774449,0.014886583239289687,8.530908851790155e-07,0.006725190976676368,0.015559371769382603,0.2989049783870462,0.006075103153058695,0.17726521521902974,0.03881802389267791,0.06134296051148792,0.04043768134396241,0.09488537787167076,0.022500223701447712,0.07576974787363559,0.08915915716797694,0.017190021652051312,0.006374446903723403,0.012536619978253212
2020-02-07,0.02157998417460725,0.014941307716423474,8.555019052585411e-07,0.006739916394523189,0.015727298260463533,0.29851791117203674,0.0061234201363588045,0.1767097492377848,0.03946385734542458,0.06124131534092063,0.04033325331358109,0.09567457834563406,0.022309945936972737,0.07561697856548566,0.08896049669432726,0.01719672125643662,0.006351295706756125,0.012511114900358358
2020-02-10,0.02170768368207627,0.014991484836411557,8.575865039652897e-07,0.00676357138063,0.015890520145756058,0.29762461514754934,0.0061651482101344555,0.17646737945764596,0.039494297996133285,0.061818163177370544,0.04071390168854868,0.09575839787249027,0.02200922526756003,0.07561386249249398,0.08902883941616288,0.017177822562264633,0.006309042327887334,0.012465186752380711
2020-02-11,0.02188600270599076,0.01508240731178609,8.620211805975306e-07,0.006813724366495309,0.016110232829451638,0.29734006820998204,0.006191608710104166,0.17619315332361746,0.03926847283290479,0.06208059510282625,0.040944429715510246,0.09607953978686047,0.02132015498213439,0.07561047122358068,0.08955584000190142,0.01701809873509913,0.0062213928709314355,0.012282945269643268
2020-02-12,0.021965816385634832,0.015079412573883424,8.610540822849734e-07,0.006830084769454585,0.016241794624871138,0.2979250142335194,0.006162056231094644,0.17677975716945032,0.0390248940612726,0.06208229476816353,0.04084054057340408,0.09630415318473702,0.020928308945218136,0.07478692810028095,0.08967655989217058,0.016975375988187092,0.006174377776525945,0.012221769668049325
2020-02-13,0.02215982476769679,0.015301380870744471,8.730180594899075e-07,0.006955493092312069,0.01662270085061712,0.2969730216729005,0.0062454196364322935,0.17574346343330113,0.03915120782083572,0.06218411004419523,0.04115604335907428,0.0958618098988091,0.021100700330741632,0.07561219302989065,0.08965341089727066,0.016999870058435965,0.006132248476382186,0.012146228742300693
2020-02-14,0.022376678523707217,0.015454582113740293,8.811139417042854e-07,0.007054422228216087,0.016945205334581884,0.2957135637212997,0.006324724383868124,0.17558491004119692,0.03848856707851147,0.06300729798147689,0.04184397661616576,0.09566694767873854,0.021347702494245516,0.07536476314725761,0.08977334895175115,0.016965841337026843,0.006051480323465619,0.012035106930808675
2020-02-18,0.022571564867226432,0.015554725317809687,8.826312227894467e-07,0.007089048525261937,0.01712491808643067,0.2968615331303773,0.006373889340388711,0.17613851037821865,0.03865326549402715,0.06198083819235677,0.04099062096320173,0.09595336912091372,0.02143122636887223,0.07467988622766049,0.08965670350823732,0.01697237081801489,0.005980988513629762,0.011985658516149947
2020-02-19,0.022793779321030973,0.015545450744604455,8.818862231893263e-07,0.007095649195075424,0.01727354804400974,0.2979260120591926,0.006350409806406346,0.176662822753894,0.03867791520276235,0.06110791962037367,0.04030190667855373,0.09587790144117851,0.021428427862468836,0.07418519308324104,0.08993942580129421,0.01685869595211696,0.0059652055213268405,0.012008855026247127
2020-02-20,0.023022474050414604,0.01559044703763201,8.847916535147722e-07,0.007115652008991949,0.01749577053900132,0.29739581877959503,0.006358270640972154,0.17621191448874432,0.03912261217214228,0.06025345845798907,0.039799228165666514,0.0968893800065201,0.021502132065842616,0.07423892141558021,0.0899786664366039,0.016917775165928267,0.006000864892069914,0.012105728884652242
2020-02-21,0.02313511767978319,0.01563851709009239,8.878650453058669e-07,0.007135412090205601,0.01771887084198456,0.29665912138418943,0.0063884991390834745,0.1755884182060783,0.03893649936530381,0.05941951183728073,0.03930109398395329,0.0983641631490283,0.021972559096260662,0.07435246589356975,0.0897973870904171,0.017076578960696486,0.006142794810066765,0.012372101516961128
2020-02-24,0.022886040697411614,0.015459593519221593,8.780592498226497e-07,0.007055956010599631,0.017689696953113947,0.29817934330149504,0.006348620005059918,0.17686333285654438,0.03852602629737539,0.05961125878619586,0.03910418408820394,0.09772885273137348,0.02149445371592805,0.07336470174800692,0.08930016278208107,0.01749088880023724,0.0063568629408592625,0.012539146707042731
2020-02-25,0.021881685082333433,0.014951044179982744,8.494828300851735e-07,0.006827929533639937,0.017283128004722773,0.30061605311882983,0.006158929070871809,0.17989125135011763,0.037035938829221536,0.06056203776525205,0.039282236352966245,0.09860938839253543,0.021329614394128997,0.07103380327503767,0.088194533268503,0.017602168343245846,0.006430789624786195,0.012308619930994691
2020-02-26,0.021194871238533856,0.01452715432411112,8.256916798437323e-07,0.006636479314256469,0.016997584017516658,0.30387599631127044,0.00599881541491449,0.18317451084141845,0.0362374852043273,0.06052866185883875,0.03956677004366099,0.09818744305559517,0.020627539980871093,0.06953082772122027,0.08644706089938844,0.017797107447149258,0.006548440857935147,0.012122425777312285
2020-02-27,0.020372841301289673,0.014020631114006216,7.971142525368754e-07,0.006415961270530365,0.016549237893183685,0.3053172342522666,0.00580396098170566,0.18543306469343745,0.03533193416914544,0.060612639383802396,0.039425276050085625,0.10073569560310619,0.020792358394728958,0.06796083570123358,0.0846394439105048,0.01801229272552489,0.00669529250765022,0.011880502933545575
2020-02-28,0.01988901653415496,0.013283191976842915,7.553638347045931e-07,0.0060921547493075715,0.01581756901214819,0.3065855107913462,0.005497079171089608,0.18837894932428767,0.03580718332797819,0.061388731641449035,0.03946447371202129,0.10283779994316271,0.020527707054666135,0.0663785370719892,0.08122083946155247,0.018287865113970885,0.0069249488880837986,0.011617686862114358
2020-03-02,0.019478402955013564,0.012998027121484691,7.393805593827874e-07,0.005966620190853824,0.015655152072126987,0.3070770497956774,0.005369061344005273,0.19036084704010858,0.03533715726360886,0.06149232862331736,0.03966071783781428,0.10080828014562176,0.021078540848564014,0.0676056516467937,0.07949057729195426,0.01875088473129563,0.007257946193827697,0.011612015517372853
2020-03-03,0.018439034596591547,0.012606674147491594,7.17352534421865e-07,0.005796620545738063,0.015337117251158576,0.3074864180792864,0.005196772900905517,0.19332106865487186,0.03539928662833098,0.06268805936668327,0.040598096638566124,0.09821168960224451,0.020613319793817787,0.06825349679312373,0.07813349026356275,0.018976488217416612,0.007497713354137746,0.011443935813538558
2020-03-04,0.018169911720338036,0.012500454295274351,7.115745058585692e-07,0.005754837501443523,0.015346205748754067,0.3054271965905013,0.005134292733607898,0.19338747158975095,0.034750297407424725,0.06209014223356321,0.040214177722738484,0.09967872030056496,0.021102878542339398,0.07059201681165915,0.077393346839505,0.019258817153621394,0.0077655364788514,0.011432984755556333
2020-03-05,0.017829588683657884,0.01237872972133978,7.046334757334569e-07,0.005702489922596337,0.015322625086824521,0.3027203265507038,0.005066656647790179,0.1937846482325617,0.035163932745267176,0.061615190799827003,0.03965395905650267,0.10071826992887709,0.02101373386103613,0.07249842676925666,0.07675361465923361,0.019924357513604166,0.008256793010801153,0.011595952176644619
2020-03-06,0.01770346779900452,0.012177029054001294,6.930049933202933e-07,0.005612536577158411,0.01517534184788734,0.30013103977394084,0.004949666177824819,0.19504866226157125,0.03561652886280478,0.06174906903073435,0.039924297302898815,0.09991064297661474,0.02086930592546123,0.07391155085742936,0.07608251825026688,0.020497749816196963,0.008813800158933901,0.011826100322277272
2020-03-09,0.017373886575328273,0.011879744962802275,6.759376058802198e-07,0.005475225924705482,0.014895411058287088,0.2965103695749366,0.004941290738113815,0.19725729262372013,0.036985928168051414,0.06275789928910319,0.04048678246293484,0.09915535800655183,0.020743336487274177,0.07503327929550181,0.07430875778365487,0.02083121947038346,0.009379835486076248,0.011983706154968505
2020-03-10,0.016961728962055878,0.011582826451888576,6.589020564405946e-07,0.005346812823302982,0.014583392667741946,0.29251483162617226,0.004842499685090769,0.20002737698775952,0.03673896536002683,0.06339204802183787,0.04045407926181649,0.09893834440511488,0.02160856124535229,0.07681223547343144,0.07311520357938452,0.021160550249808657,0.009766652213426456,0.012153232083732146
2020-03-11,0.01671072218049211,0.011351928184946939,6.456330256477352e-07,0.005255332901801981,0.014323489463302544,0.28944170336911046,0.004762481887900607,0.20258075127186545,0.03606522166397152,0.06286159697683952,0.04003440702046787,0.0993517949938604,0.02189808472918778,0.07905864626268289,0.0721123940196603,0.02163767308919498,0.010143321194164999,0.012409805157524092
2020-03-12,0.01607002128302122,0.010973210800267265,6.238917329498353e-07,0.005095089541592184,0.01385799229787254,0.28497563697144435,0.004619848846183648,0.20612514783370622,0.03552838873486064,0.06373001185289728,0.040260860961588436,0.10201410111344475,0.02119708458724876,0.08049645662204792,0.07020045579029803,0.02188818712327742,0.01046525434778685,0.012501627400729408
2020-03-13,0.015654516630199542,0.010692578111332772,6.073871498214085e-07,0.004990762644215612,0.013471442185964277,0.28181766242168116,0.0044912549778892835,0.21016601756791536,0.03474901622028171,0.06279244474117195,0.03961934526477953,0.10183428355503628,0.0223791729805098,0.08355734070173754,0.06797882082544975,0.02228195998120656,0.01064225402894852,0.012880519774530542
2020-03-16,0.015210604306234804,0.010356513423920405,5.872731054122724e-07,0.004837480301665763,0.013003052399726803,0.27688944247227265,0.004828808783508489,0.21508289309073714,0.03425174186027225,0.0637116450474917,0.039516717978775734,0.10207846280727072,0.022503861521688616,0.08586939912922184,0.06530878118002836,0.022353763254570842,0.011061097051951138,0.013135148117557427
2020-03-17,0.014754925608213358,0.010032320029851627,5.679725086957665e-07,0.0046991254350444095,0.012508434494705189,0.272525667117748,0.004818706758307264,0.22109393380715173,0.03402131684519934,0.06436153375547424,0.03851487852944023,0.10018885948846896,0.023145811641989734,0.0888863658950434,0.06311331356401556,0.022681165151623106,0.011293545009775224,0.013359528895440087
2020-03-18,0.014437747300044787,0.009760355400220598,5.516640817755233e-07,0.004583718908358353,0.01202323408118533,0.26712384858182275,0.004807292707188657,0.22608818906002176,0.033443914011142856,0.06415022347789381,0.03757700971323487,0.10207610196152342,0.023292077793993053,0.09169249997603603,0.061012547380514086,0.022963670515297532,0.011486661519117277,0.013480355948322914
2020-03-19,0.014046595046862322,0.008431150779458984,4.731579794423272e-07,0.004499362937423099,0.011575369097218152,0.264268319497304,0.0049139819892859374,0.23225290286956762,0.03478665747009166,0.0625348926610222,0.036474512148117734,0.09905479373229167,0.023793341691143943,0.09566956691221322,0.059238697064318266,0.02346911918840836,0.011494451623472776,0.013495812133820537
2020-03-20,0.013732169007887101,0.008171597332976354,4.6357332339066303e-07,0.004380019275797382,0.011314208790091363,0.25987122371812055,0.005074766669594296,0.23616323418837973,0.03403183079592263,0.061718379804442405,0.03685734022332557,0.09860302110607651,0.023191390644540958,0.09966817570178782,0.05835224573503357,0.023836401519519046,0.01129175891566033,0.01374177299752101
2020-03-23,0.013281287667603415,0.007855178930293423,4.5046456003678447e-07,0.00423481796645329,0.010936373847662492,0.25415249271752793,0.005265855024309385,0.23849456155024853,0.03559913779457856,0.06100229947356987,0.037912107599716666,0.09978593647415679,0.022722612557327306,0.10325331494969282,0.056820411008146963,0.024043904115221906,0.01098349757100567,0.013655760287925015
2020-03-24,0.01302195804666649,0.007758204642445846,4.4188309113106567e-07,0.0041536381501468735,0.010667606204964944,0.24828654454710497,0.00553644129359062,0.23890871055731214,0.03553996513564571,0.06254908113540626,0.04036102133260766,0.0986974903548075,0.022394900965354653,0.10756685516676272,0.055478811312551564,0.024425016911104616,0.010919252485288234,0.013734059875147914
2020-03-25,0.012823613425053932,0.007680726182275816,4.3450998568903943e-07,0.004108918124657362,0.010434083544147361,0.24296005321399203,0.005805665757626642,0.23935846257328508,0.03548638492922656,0.06360353286979846,0.042835038449056576,0.0974353247099045,0.021995203978531483,0.11180264175456027,0.05425374614348205,0.02482519831909355,0.010856872741900923,0.013734098773421795
2020-03-26,0.012565840158747425,0.00759563519927614,4.266566035708592e-07,0.004070849753706615,0.010198101267026605,0.23829103723519152,0.005973559344264847,0.24024043253277644,0.03473220989720418,0.06510628915563098,0.04497550917330704,0.09574672930613723,0.021532851524840517,0.11604976790407494,0.05329261299549356,0.02511178257422436,0.010775719519212924,0.013740645802281242
2020-03-27,0.01254613685636526,0.00751860291854445,4.1938145664801374e-07,0.004040990888960305,0.009983863920122703,0.23356247841173772,0.00610568870696843,0.24082442609811922,0.034000126807153266,0.06604470986698695,0.04631358105827854,0.09568590241673204,0.021278981679481352,0.11986865047722635,0.05232484675671959,0.02544458374319325,0.010644597612943271,0.013811412399010677
2020-03-30,0.012289485699645409,0.007470312304521551,4.138340565137319e-07,0.004030708227869508,0.009816365093102956,0.23051710835241482,0.006230686706128885,0.24040276681329886,0.033228030067999896,0.0672314874402342,0.048041766778439875,0.09447243402485934,0.021451267252707875,0.12366861283238653,0.051127046515093116,0.025716000427876768,0.010533159852498761,0.013772347776865214
2020-03-31,0.012088125712413376,0.007398991049241531,4.070788224018518e-07,0.004011854103427398,0.009626169244890756,0.22762205500117547,0.006308245621912408,0.2399457858743712,0.033232640234595906,0.06816827890291006,0.04949198492499543,0.0945706509550827,0.021078517256889716,0.12633445541156768,0.05015367302168131,0.02584713228141116,0.010413188686404217,0.01370784463820737
2020-04-01,0.011884698740347808,0.007354407670810324,4.018886430475423e-07,0.004012687493098083,0.00947813975028116,0.2253839720419766,0.006400429031764022,0.23879215611820617,0.03340631226912861,0.06901719598297068,0.05069349973627182,0.09409204995437859,0.020873882267834938,0.12915830867441133,0.04938698727306744,0.026079261792436952,0.010279555139117432,0.01370605417525498
2020-04-02,0.011824154656601943,0.007335829558888406,3.9810263717276855e-07,0.004028845174838417,0.009369505711134223,0.22278960667076955,0.0063771912694427155,0.23891647997817647,0.033205276325449604,0.06954532325900138,0.05139967222292057,0.09400101214104663,0.02079717985889505,0.13205323570960895,0.04828176655824343,0.02621479658643146,0.010158300280777039,0.013701425935136997
2020-04-03,0.011683563005223193,0.007294343615683025,3.9312427067058724e-07,0.004039360787543336,0.00923848013658994,0.22115910656898147,0.006360205966547976,0.23867674539635372,0.033524475468472675,0.07007486475200983,0.05221776979115961,0.09326468203682074,0.020821640063792463,0.13411357561457077,0.04762159199190404,0.026224150655329227,0.010033090236084924,0.013651960788662288
2020-04-06,0.011444675476208168,0.007258242919802949,3.885176128432695e-07,0.004056922804150703,0.00912221135666132,0.22104871382758426,0.006399436738500656,0.23747648780321534,0.03286936630050344,0.07098066248283622,0.05321045383782692,0.09227903491996439,0.02095826902479576,0.1359318087878514,0.04714976022074232,0.026209344634167474,0.009978335188829058,0.013625885158746865
2020-04-07,0.011341997606552542,0.007207820736137685,3.8471389064435536e-07,0.004078885315086949,0.009036742364120501,0.21918951335159778,0.006455356044463292,0.23854214875396532,0.03250843579673643,0.07046651941732586,0.053401362215939774,0.0927332469371229,0.020986957234022562,0.1375757199281833,0.04668340856075895,0.02631080597923977,0.009907552697784273,0.013573142347071469
2020-04-08,0.011326467861995428,0.007184681442436411,3.826319110608457e-07,0.004121296709975598,0.008989652086090616,0.2171838959603216,0.006534700363177477,0.23733700638027033,0.032181741813668896,0.0707234290335076,0.054102752556751864,0.09309570646708012,0.021467331599673095,0.13993592846502942,0.04592323935265005,0.026444070091500807,0.009855329395467934,0.013592387788491912
2020-04-09,0.011174426593262574,0.007136216994426011,3.7923956547226836e-07,0.004140760888776441,0.008912680170185294,0.21703887907329183,0.006607261457946664,0.23818369611920084,0.03183187866589401,0.07062570448289798,0.054232841145799744,0.09184952215487732,0.021347814943811928,0.1414736635058117,0.0456083172285147,0.026511207855121958,0.009764189500421261,0.01356055998019407
2020-04-13,0.011132603266200795,0.007094639121279369,3.7617259873830183e-07,0.004167117341423291,0.008850940916293501,0.2165522070885554,0.006675610686784885,0.23716437691680706,0.03155220188810223,0.07106848661619038,0.0546478013699673,0.0915320188886039,0.021635251367857145,0.14254346123278752,0.04551040481447999,0.026621447396070298,0.009703932172502209,0.01354712274349613
2020-04-14,0.011118431809745226,0.007055507704820872,3.732342492837275e-07,0.0041894918295034425,0.008801947527154214,0.21751549623799982,0.00675177748102497,0.23623300003614062,0.03146450505603962,0.07117674868544953,0.0549431269003881,0.09045791813421102,0.021699480059075595,0.1433303468531825,0.04541394455179288,0.026604475765392512,0.009698156463545235,0.013545271670284628
2020-04-15,0.011136948191063468,0.007030360281300842,3.709235153762299e-07,0.0042183202760349165,0.008771785786638633,0.21818564168415544,0.006835425489833953,0.23535343535572756,0.031497150924251115,0.0710625544064867,0.0551739375272953,0.09000351507670457,0.021843857092668267,0.14425030044508094,0.04469120528999949,0.026678083419828302,0.009671275827973221,0.013595832001441785
2020-04-16,0.01109769356242533,0.007006185092386729,3.6854771462112875e-07,0.004243392885624581,0.008739707363515816,0.21830920505941767,0.006897322543534073,0.23434522329959795,0.03219329134680039,0.07082596248582682,0.05520406153895424,0.08972008502719324,0.021965819273127647,0.1450712267663817,0.044449792013601,0.02669513912922286,0.009623071781682336,0.01361245228299292
2020-04-17,0.010948504637132709,0.006993304025839233,3.6674406084468875e-07,0.0042717954018496925,0.00872252336247167,0.21866672032961504,0.00695820917792142,0.23288602505873637,0.032511687302524156,0.07092728462397761,0.055318852781378484,0.0894661776124631,0.02206261564214621,0.14593196412433698,0.0443860178161441,0.026719441617593227,0.00961431282330965,0.013614196918499535
